year|arid|count
2004|751-0003820|6027
2004|20002751986|4616
2004|736-1239445|4085
2004|723-2425397|2556
2004|77177000002|1960
2004|70458600405|1850
2004|30000025653|1803
2004|74216200005|1546
2004|77185300006|1387
2004|10000014761|1144
2004|20000860473|1132
2004|20002751995|1030
2004|20002977601|1022
2004|20001942602|981
2004|20002751810|962
2004|77364800008|826
2004|71958200004|744
2004|20002752077|677
2004|20002751922|650
2004|77909100002|647
2004|40000013964|602
2004|20001644643|593
2004|70232646780|584
2004|71851400008|558
2004|775-2921540|527
2004|40640713034|520
2004|77775100007|498
2004|154-1927192|475
2004|20002752321|473
2004|10000023446|452
2004|705-0402708|446
2004|148-0875093|423
2004|20003106181|418
2004|20000130943|418
2004|20002751762|400
2004|10000023748|399
2004|70542046140|343
2004|40000002630|321
2004|40000014939|316
2004|71394900006|303
2004|71958100003|299
2004|71437800009|295
2004|71259600009|284
2004|20002752022|273
2004|71512400000|273
2004|20000902270|268
2004|10000024095|268
2004|71534900004|257
2004|20002751968|255
2004|20003236677|251
2004|71405200006|242
2004|20002750242|236
2004|20001844993|231
2004|20002752684|223
2004|20002041098|222
2004|20002751847|210
2004|20001847275|207
2004|10000024256|207
2004|20002861595|205
2004|77699300007|199
2004|71856900004|166
2004|20002751801|162
2004|20003211759|134
2004|72064900008|129
2004|20002598051|117
2004|20001844920|115
2004|77083400004|110
2004|20002134936|104
2004|358-2257419|104
2004|20002752013|103
2004|20001216291|102
2004|20001844359|102
2004|20001845020|101
2004|20001847378|98
2004|77226000000|92
2004|20001844984|92
2004|20001844966|90
2004|751-0113718|87
2004|20001426027|87
2004|77289300004|86
2004|71463600006|85
2004|77884800009|84
2004|40000003970|84
2004|20000169653|83
2004|77197000003|82
2004|30000028178|80
2004|20001843624|78
2004|20001844331|74
2004|20002750532|69
2004|71399000002|68
2004|70351887380|66
2004|20002135401|64
2004|40000014470|63
2004|77343000001|63
2004|77101800009|59
2004|71390800005|57
2004|20000311845|56
2004|71770800008|56
2004|40000006069|54
2004|20001847369|54
2004|20001844939|54
2004|71830200003|53
2004|70542109998|52
2004|20002040381|51
2004|20001844818|50
2004|71474600000|47
2004|77375700007|46
2004|71194900009|46
2004|20001847323|44
2004|20002040961|43
2004|20001844957|43
2004|20001843606|43
2004|77592700002|43
2004|40134027208|42
2004|20001844827|42
2004|40481290152|41
2004|10000024171|41
2004|20000523965|40
2004|40000012504|40
2004|40050495284|40
2004|40000014468|38
2004|40000002720|38
2004|77774500004|38
2004|71084800006|38
2004|10000000869|37
2004|77650700000|37
2004|40000008149|37
2004|20000233031|34
2004|40000000670|34
2004|76426800000|33
2004|71549600001|32
2004|77604800006|32
2004|77652800004|32
2004|77465600054|32
2004|20002041034|31
2004|77517300005|31
2004|10000000008|30
2004|71750800001|30
2004|20001845002|29
2004|10000023160|28
2004|77943800003|27
2004|71707500002|27
2004|20001868177|26
2004|30000017953|26
2004|77851800005|26
2004|795-2622032|26
2004|77979400002|25
2004|40061104540|25
2004|70330756645|24
2004|77516800003|24
2004|20001845011|23
2004|20002039488|22
2004|20001844975|22
2004|71438500002|22
2004|50000060522|22
2004|161-0902130|22
2004|10000023801|21
2004|71393900005|21
2004|77718200008|20
2004|71256700000|20
2004|77642300001|19
2004|20001844283|19
2004|71611300007|19
2004|40000015909|18
2004|10000000786|18
2004|71152600000|18
2004|50000060520|18
2004|71349000009|17
2004|722-3191019|17
2004|20000913940|17
2004|71345300006|17
2004|20002817118|17
2004|363-1131381|17
2004|10000014294|17
2004|794-3338516|17
2004|77772300000|17
2004|77811300008|17
2004|71718800007|17
2004|76480209999|17
2004|20002041007|17
2004|77431100008|16
2004|77929100009|16
2004|10000024189|16
2004|20002751913|15
2004|77373400006|15
2004|77092200000|15
2004|10000008846|15
2004|20001844265|15
2004|30000012437|15
2004|30000000057|14
2004|30000011813|14
2004|71422400005|14
2004|71522600000|14
2004|20001847305|13
2004|20001847163|13
2004|20000374653|13
2004|50000002658|13
2004|77503100002|13
2004|713-2868346|13
2004|73919409997|13
2004|50000068241|13
2004|77323800008|12
2004|71810000005|12
2004|20001844948|12
2004|20001844845|12
2004|705-0560686|12
2004|30000000193|12
2004|20001844836|11
2004|72120900003|11
2004|10000017437|11
2004|50000066642|11
2004|20002041418|11
2004|71345700002|11
2004|50000003841|11
2005|20001881185|8715
2005|20001993734|6201
2005|775-2921540|4803
2005|20002751986|4032
2005|77699300007|1697
2005|77185300006|1681
2005|20001644643|1638
2005|40931186856|1633
2005|30000025653|1581
2005|10000014761|1552
2005|154-1927192|1502
2005|20001942602|1177
2005|77775100007|1125
2005|40640713034|1117
2005|705-0402708|1071
2005|71958200004|1063
2005|20002751995|1011
2005|40000015044|951
2005|71259600009|942
2005|70542046140|924
2005|20000860473|844
2005|77364800008|841
2005|20002281148|820
2005|74216200005|799
2005|40000002630|763
2005|20001072246|761
2005|720-1848324|756
2005|70458600405|724
2005|148-0875093|717
2005|77909100002|563
2005|20002977601|517
2005|20002751922|505
2005|71405200006|494
2005|10000024095|461
2005|20003106181|452
2005|20002751810|435
2005|71750800001|428
2005|77979400002|403
2005|71512400000|395
2005|20003197134|388
2005|40000014939|382
2005|20002752321|379
2005|10000023446|378
2005|40000013964|378
2005|71958100003|349
2005|20000902270|347
2005|723-2425397|328
2005|20002751762|314
2005|71830200003|312
2005|72120900003|292
2005|71856900004|286
2005|71453800005|280
2005|20002752022|279
2005|71437800009|273
2005|73919409997|271
2005|704-3697858|241
2005|40000012504|228
2005|40593151342|209
2005|20001844993|209
2005|40000003970|206
2005|10000024256|204
2005|20002752013|199
2005|20002751968|199
2005|20002751847|188
2005|40000006069|188
2005|77592700002|188
2005|358-2257419|185
2005|20002750242|180
2005|20002752077|177
2005|20002752684|166
2005|20002861595|166
2005|10000000869|166
2005|40000008529|159
2005|71549600001|157
2005|40050495284|153
2005|72064900008|151
2005|20002041098|146
2005|77604800006|143
2005|71399000002|143
2005|20001216291|142
2005|77900200006|139
2005|40061104540|134
2005|77465600054|131
2005|20002751801|126
2005|71283400003|122
2005|20003211759|121
2005|20001844920|119
2005|70000073015|117
2005|40000014470|117
2005|71556900003|115
2005|77373400006|112
2005|71059700002|108
2005|733-0824565|108
2005|71855800007|108
2005|77343000001|107
2005|77223000004|102
2005|71599100008|98
2005|30000031286|93
2005|705-0560686|93
2005|77668700008|91
2005|20001847378|90
2005|71534900004|89
2005|77875200001|87
2005|70536900124|85
2005|71851400008|81
2005|10000023160|79
2005|71003800004|78
2005|40000008149|77
2005|77289300004|76
2005|71390800005|75
2005|10000024189|74
2005|795-2622032|72
2005|77505400005|72
2005|20001844359|71
2005|71194900009|69
2005|20002134936|66
2005|713-2868346|64
2005|76480209999|64
2005|77271100003|64
2005|71565900005|63
2005|20001844966|62
2005|20001088890|62
2005|20002752527|61
2005|71345300006|59
2005|71788100000|58
2005|20001847369|58
2005|20001845020|58
2005|77226000000|58
2005|20001844984|56
2005|77961700006|56
2005|343-1973444|54
2005|20001847275|53
2005|706-1554666|53
2005|20002040381|53
2005|77850000001|53
2005|75135809997|52
2005|738-1781921|52
2005|70351887380|52
2005|77253300001|50
2005|20001844331|49
2005|77673400003|49
2005|20001845002|47
2005|40000008876|46
2005|794-3338516|46
2005|156-0811711|45
2005|77551100008|44
2005|20001843624|44
2005|20002750532|42
2005|30000028178|42
2005|73447609992|41
2005|722-3191019|41
2005|20003104972|40
2005|71522600000|39
2005|77943800003|39
2005|20003197871|38
2005|71775300005|38
2005|20001426027|37
2005|736-3935147|37
2005|71939500007|37
2005|772-1521765|36
2005|20002598051|36
2005|20001844939|36
2005|20000169653|36
2005|10000024171|35
2005|40481290152|35
2005|77527300003|35
2005|40000014468|35
2005|77069000008|34
2005|71066700001|32
2005|176-0236067|32
2005|71256700000|31
2005|20000311845|30
2005|71463600006|30
2005|20001844818|29
2005|20001844283|29
2005|20001843606|29
2005|20002041034|28
2005|71857500007|28
2005|71736300009|28
2005|736-3440533|28
2005|77503100002|28
2005|10000000786|28
2005|727-0011311|27
2005|77107500004|27
2005|775-2820143|25
2005|702-0594137|25
2005|755-0108343|25
2005|20001844827|25
2005|71394900006|25
2005|77652800004|25
2005|71863600000|24
2005|71213900000|24
2005|50000066642|24
2005|50000016360|24
2005|20002817118|24
2005|77555300005|23
2005|71118100001|23
2005|20002576572|23
2005|20003192456|23
2005|20002135401|22
2005|71718800007|22
2005|20003315853|22
2005|20001844957|22
2005|77794500000|21
2005|77774500004|21
2005|72085300005|21
2005|77092200000|21
2005|20003103489|20
2005|30000012437|20
2005|70542409990|20
2005|71710100002|20
2005|71903500004|20
2005|71362200002|20
2005|20001844975|20
2005|72111400007|19
2005|70955809996|19
2005|71780200000|19
2005|71813900002|19
2005|77971400001|18
2005|784-1560607|18
2005|20000374653|17
2005|20001845011|17
2005|754-1761455|17
2005|77442300004|17
2005|71707500002|17
2005|71770800008|16
2005|50000066325|16
2005|40391856165|16
2005|20002041007|16
2005|701-0792831|16
2005|10000017437|15
2005|77642300001|15
2005|366-0351394|15
2005|20000523965|15
2005|406-1551833|14
2005|77516800003|14
2005|77307600002|14
2005|20002040961|14
2005|10000023801|14
2005|50000060522|14
2005|711-3638350|14
2005|77323800008|14
2005|10000000008|14
2005|20000233031|14
2005|50000068241|14
2005|30000021793|14
2005|50000066508|14
2005|50000000233|13
2005|77718200008|13
2005|76444009997|13
2005|71152600000|13
2005|73831400006|13
2005|30000017953|13
2005|71609800004|13
2005|50000004968|13
2005|77892400000|13
2005|775-1794257|13
2005|50000061844|13
2005|50000060087|12
2005|10000014579|12
2005|50000062905|12
2005|71757000009|12
2005|71598200002|12
2005|71655400006|12
2005|77087500006|12
2005|77847700004|11
2005|20001844265|11
2005|736-4327855|11
2005|71392000005|11
2005|20001847305|11
2005|77479800008|11
2005|77233200004|11
2005|10000014206|11
2005|10000023248|11
2005|20000509811|11
2005|77772300000|11
2005|20001847323|11
2005|77082200001|11
2006|20001881185|8311
2006|20001993734|6020
2006|77699300007|4476
2006|20002751986|4064
2006|77604800006|3649
2006|20001644643|3314
2006|77909100002|2290
2006|40000003970|2242
2006|40000006069|1998
2006|71259600009|1854
2006|420-2096530|1814
2006|10000014761|1792
2006|77979400002|1754
2006|20001072246|1643
2006|40000015044|1609
2006|705-0402708|1562
2006|77185300006|1466
2006|71958200004|1393
2006|20001942602|1251
2006|70458600405|1117
2006|775-2921540|1107
2006|71856900004|1100
2006|77673400003|1081
2006|40640713034|1035
2006|148-0875093|1031
2006|40000002630|971
2006|70542046140|962
2006|20000860473|945
2006|154-1927192|863
2006|20003197134|857
2006|71750800001|833
2006|722-3191019|824
2006|77900200006|813
2006|20002751995|761
2006|133-0970030|659
2006|71534900004|635
2006|10000000786|628
2006|20003394401|612
2006|40931186856|591
2006|73919409997|581
2006|72276200003|569
2006|10000023446|566
2006|30000031286|533
2006|20002281148|524
2006|20002751922|505
2006|10000024189|479
2006|71453800005|449
2006|20003106181|448
2006|30000025653|442
2006|75135809997|435
2006|20002752527|429
2006|71556900003|409
2006|40593151342|395
2006|71830200003|383
2006|40000013964|378
2006|10000023160|370
2006|20002751762|370
2006|77775100007|361
2006|20002751810|355
2006|40000012504|352
2006|733-0748289|344
2006|20003211759|340
2006|10000024256|334
2006|71283400003|329
2006|70536900124|321
2006|20002752321|320
2006|20002752022|316
2006|40000014470|315
2006|77343000001|310
2006|77505400005|306
2006|20001216291|302
2006|40061104540|298
2006|20000902270|297
2006|20002752013|294
2006|71565900005|274
2006|77289300004|264
2006|77516800003|264
2006|20003486436|259
2006|77069000008|249
2006|40050495284|245
2006|77668700008|241
2006|72064900008|238
2006|70542409990|231
2006|71405200006|224
2006|71463600006|220
2006|71891200009|210
2006|313-3210378|207
2006|706-1554666|206
2006|343-1973444|205
2006|20001088890|205
2006|794-3123360|205
2006|723-2425397|202
2006|358-2257419|201
2006|71512400000|200
2006|20002751847|198
2006|795-2622032|198
2006|77197000003|187
2006|720-2241771|181
2006|40481290152|173
2006|20002041098|171
2006|20002751968|169
2006|40000014939|169
2006|20002752684|166
2006|71710100002|164
2006|70546509997|163
2006|722-3740390|162
2006|20002751801|160
2006|77515900008|159
2006|20001966578|154
2006|74216200005|153
2006|77592700002|151
2006|77768100008|149
2006|71611300007|143
2006|72149009991|139
2006|20002750242|138
2006|77527300003|127
2006|71194900009|125
2006|71851400008|123
2006|77364800008|121
2006|77177900003|121
2006|77747600001|119
2006|71655400006|117
2006|77465600054|115
2006|72111400007|114
2006|20001847275|113
2006|20002977601|112
2006|20001844920|112
2006|772-1521765|110
2006|20001844993|106
2006|71855800007|105
2006|77373400006|104
2006|40000014468|102
2006|71863600000|102
2006|20002134936|101
2006|20002861595|100
2006|71599100008|99
2006|73831400006|95
2006|71775300005|93
2006|77187700001|92
2006|71066700001|90
2006|40000008876|89
2006|77233200004|85
2006|20000169653|84
2006|50000024362|83
2006|20001843606|83
2006|10000024095|81
2006|71196400007|81
2006|71620300009|81
2006|20001847378|81
2006|71813900002|79
2006|40000015115|77
2006|776-0236067|77
2006|720-1848324|76
2006|20001845020|75
2006|765-0396839|75
2006|77082200001|75
2006|727-0011311|74
2006|20003103489|74
2006|139-1976474|73
2006|77971400001|73
2006|20000844567|72
2006|71756900000|72
2006|71809900002|72
2006|20002888798|71
2006|77253300001|69
2006|433-0661303|69
2006|736-4327855|68
2006|154-1335249|67
2006|77794500000|66
2006|713-2868346|66
2006|701-0550261|65
2006|30000009846|65
2006|77428900001|65
2006|71362200002|64
2006|40000007975|64
2006|70542109998|63
2006|77875200001|63
2006|20001844331|63
2006|72085300005|62
2006|72324900006|59
2006|76444009997|59
2006|20002041034|58
2006|71259400007|58
2006|71522600000|58
2006|10000001741|58
2006|720-2117267|58
2006|30000021793|58
2006|77503100002|58
2006|71725800009|58
2006|20001844359|56
2006|71544500009|55
2006|71728700007|54
2006|20002750532|54
2006|71598200002|54
2006|71958100003|53
2006|77840400007|53
2006|768-0264176|52
2006|73447609992|51
2006|20002352507|49
2006|20002040381|49
2006|10000014579|48
2006|786-1022113|48
2006|77555300005|48
2006|40000008149|47
2006|71557900001|47
2006|786-1123118|47
2006|20002135401|46
2006|71345300006|46
2006|72052000009|44
2006|20001843624|44
2006|20001847369|44
2006|77806400002|44
2006|71917700009|44
2006|77323800008|44
2006|40391856165|43
2006|71141600006|43
2006|76478809997|43
2006|10000080118|42
2006|30000028178|42
2006|733-0806023|42
2006|77107500004|42
2006|20002817118|41
2006|71392000005|41
2006|20001845002|41
2006|20001844283|40
2006|77652800004|40
2006|71718800007|40
2006|71757000009|39
2006|20001844966|39
2006|30000026870|39
2006|156-0811711|38
2006|184-1106939|38
2006|20000233031|38
2006|30000005962|38
2006|77624400009|37
2006|70955809996|37
2006|20001426027|37
2006|120-3380020|37
2006|10000024141|36
2006|77697500006|36
2006|77943800003|36
2006|77542800002|36
2006|10000017437|35
2006|20000311845|35
2006|77092200000|34
2006|50000009976|33
2006|71810000005|33
2006|70041198897|32
2006|77801700003|32
2006|20003197871|32
2006|71394900006|32
2006|71813200006|32
2006|77257500009|32
2006|76480209999|31
2006|720-3702275|30
2006|752-2270490|30
2006|77340500003|29
2006|713-2607259|29
2006|705-0560686|29
2006|77280100005|29
2006|20002266659|29
2006|73000809992|28
2006|50000063198|28
2006|70562317863|28
2006|50000007091|28
2006|50000068227|27
2006|70219309999|27
2006|50000061077|27
2006|10000000008|27
2006|20001844984|27
2006|77087500006|27
2006|20001845039|27
2006|20000374653|26
2006|72317700005|26
2006|20001868177|26
2006|71026100003|26
2006|20001847323|26
2006|77223000004|26
2006|77844200000|26
2006|71583600006|25
2006|20001844939|25
2006|71141000000|25
2006|71333600008|25
2006|71095600009|25
2006|20001847305|24
2006|71486300009|24
2006|71623500007|24
2006|71439100005|24
2006|706-1497302|24
2006|366-0422347|24
2006|758-2493831|24
2006|77479600006|23
2006|30000020001|23
2006|765-0976550|23
2006|71461700004|23
2006|754-2118158|22
2006|754-1761455|22
2006|40330703444|22
2006|722-3554558|22
2006|77307600002|22
2006|20001844818|22
2006|71770800008|21
2006|77271100003|21
2006|736-4225752|21
2006|10000023248|21
2006|772-1585243|21
2006|30000057803|20
2006|71062300002|20
2006|77894400003|20
2006|10000024212|20
2006|71738100008|20
2006|20001844827|19
2006|40000008529|19
2006|77620600028|19
2006|50000066642|19
2006|30000023627|19
2006|50000066924|19
2006|775-1794257|19
2006|701-0662561|19
2006|77158700003|18
2006|71722400006|18
2006|71903500004|18
2006|72305200016|18
2006|40000008857|17
2006|50000063020|17
2006|20002788496|17
2006|71368600004|17
2006|20002039488|17
2006|50000068203|17
2006|20001844957|17
2006|736-3440533|17
2006|773-1646969|16
2006|77961700006|16
2006|765-0325930|16
2006|40000006809|16
2006|765-1118564|16
2006|704-2727674|16
2006|50000016360|16
2006|40000008173|16
2006|77442300004|16
2006|748-1295185|16
2006|10000024171|16
2006|71152600000|15
2006|71345700002|15
2006|30000026799|15
2006|77042100008|15
2006|733-0499787|15
2006|30000012437|15
2006|77551100008|15
2006|77642300001|15
2006|354-1773964|15
2006|752-2198535|15
2006|752-2278086|14
2006|363-1131381|14
2006|72003500009|14
2006|20002041418|14
2006|77774500004|14
2006|77718200008|13
2006|77842500000|13
2006|50000060522|13
2006|71244600009|13
2006|720-0547326|13
2006|50000068241|13
2006|77811300008|13
2006|20001845011|13
2006|40000015909|13
2006|40000008399|13
2006|20002041007|13
2006|71349000009|13
2006|20002040989|13
2006|75807009993|13
2006|20002453132|13
2006|711-2815564|13
2006|50000062172|12
2006|741-2075850|12
2006|720-0960457|12
2006|762-1738985|12
2006|40000003927|12
2006|733-0964640|12
2006|77765600003|12
2006|70216809994|12
2006|77893700000|12
2006|20000523965|12
2006|50000001853|12
2006|123-3004704|12
2006|72179909994|12
2006|71256700000|12
2006|701-0464609|12
2006|40000008083|12
2006|71146500007|12
2006|77517300005|12
2006|20003315853|12
2006|366-0351394|12
2006|77552800000|11
2006|72360000005|11
2006|20001844836|11
2006|77892400000|11
2006|10000024444|11
2006|71405500009|11
2006|786-0905124|11
2006|71016600004|11
2006|71499700000|11
2006|77226000000|11
2006|758-2203537|11
2006|10000008846|11
2007|20001881185|9308
2007|20003197956|6835
2007|20002751986|4649
2007|120-2096530|2114
2007|40510528989|1981
2007|40000015044|1807
2007|40000006069|1279
2007|10000023160|1164
2007|77909100002|1056
2007|20000860473|894
2007|20001942602|884
2007|20002751995|652
2007|10000023446|611
2007|40000002630|566
2007|20002281148|535
2007|20002751922|529
2007|705-0402708|497
2007|20002751762|442
2007|20002751810|441
2007|20003106181|421
2007|71463600006|395
2007|40000003970|394
2007|72276200003|380
2007|40000013964|379
2007|20000902270|363
2007|20002752022|363
2007|722-3191019|353
2007|71856900004|346
2007|20002752321|346
2007|77604800006|323
2007|71405200006|291
2007|20002752013|282
2007|775-2921540|265
2007|40640713034|251
2007|20003394401|230
2007|40000012504|228
2007|133-0970030|226
2007|20002751801|222
2007|71750800001|210
2007|20002752684|209
2007|20001644643|206
2007|10000001741|202
2007|70542046140|194
2007|20002751847|189
2007|20002751968|186
2007|733-0748289|184
2007|75135809997|171
2007|20002750242|165
2007|20002861595|164
2007|20003197134|163
2007|71891200009|160
2007|71512400000|158
2007|788-0430482|154
2007|723-2425397|154
2007|10000024256|142
2007|77069000008|139
2007|77197000003|133
2007|10000024189|128
2007|10000000008|127
2007|20001847275|125
2007|113-3210378|120
2007|77185300006|115
2007|30000009846|115
2007|71710100002|110
2007|40000014470|108
2007|20002712969|88
2007|10000000336|86
2007|358-2257419|85
2007|10000000786|85
2007|77516800003|85
2007|50000024362|84
2007|74216200005|82
2007|71611300007|82
2007|20001843606|82
2007|20003211759|76
2007|77289300004|75
2007|77697500006|71
2007|20002134936|70
2007|30000057803|69
2007|40481290152|68
2007|113-3222578|67
2007|20002817118|65
2007|20002752077|65
2007|10000014761|64
2007|72149009991|63
2007|713-2868346|62
2007|70542409990|60
2007|20001216291|59
2007|70536900124|58
2007|77515900008|57
2007|20001845020|55
2007|20002041098|55
2007|20002750532|54
2007|20002752527|52
2007|77668700008|52
2007|30000031286|50
2007|73831400006|46
2007|71333600008|46
2007|40000007975|44
2007|20001844283|44
2007|40593151342|42
2007|71565900005|42
2007|20003486436|42
2007|706-1554666|40
2007|20001847378|40
2007|30000028178|40
2007|50000061077|40
2007|20001844993|38
2007|20000169653|36
2007|703-0578145|36
2007|20001868177|35
2007|20001845039|34
2007|20001844920|34
2007|20002977601|34
2007|20003072606|33
2007|720-2241771|32
2007|765-0325930|31
2007|77257500009|30
2007|366-0422347|30
2007|77774500004|29
2007|772-1521765|29
2007|20001844939|29
2007|40000014468|29
2007|50000024694|28
2007|71598200002|28
2007|738-3515541|28
2007|20000311845|27
2007|20001843624|27
2007|20000374653|27
2007|50000003025|27
2007|752-2270490|26
2007|40000014840|26
2007|72111400007|24
2007|71453800005|24
2007|20002888798|24
2007|20001426027|24
2007|775-1794257|23
2007|20000523965|23
2007|720-2592077|23
2007|786-0905124|22
2007|20001847305|22
2007|20002135401|22
2007|70562317863|22
2007|20001847323|21
2007|50000068203|20
2007|20001844359|20
2007|30000023627|20
2007|70546509997|20
2007|71259400007|20
2007|50000001853|20
2007|20001847369|20
2007|20002041007|19
2007|20001845002|19
2007|77275700004|19
2007|20002453132|18
2007|20001072246|18
2007|40000008876|18
2007|77929200009|18
2007|30000005962|17
2007|765-0396839|17
2007|10000017437|17
2007|736-4225752|17
2007|154-1335249|17
2007|30000025653|17
2007|20001844818|17
2007|77373400006|17
2007|40000008149|17
2007|71813900002|17
2007|77505400005|17
2007|77233200004|17
2007|20002266659|17
2007|40000018039|16
2007|72085300005|16
2007|40000003927|16
2007|71522600000|16
2007|70542109998|16
2007|72324900006|16
2007|77806400002|16
2007|720-0378305|15
2007|20001844984|15
2007|71345300006|15
2007|71855800007|15
2007|30000026799|15
2007|720-5041532|15
2007|77840400007|14
2007|354-1978948|14
2007|50000060522|14
2007|40391856165|14
2007|71903500004|14
2007|77280100005|14
2007|50000016360|14
2007|77527300003|14
2007|20002693723|13
2007|20000501105|13
2007|40000015436|13
2007|20002041418|13
2007|50000062710|13
2007|77971400001|13
2007|184-1106939|13
2007|20001844957|13
2007|355-0744997|12
2007|363-1131381|12
2007|40000006033|12
2007|20003144576|12
2007|77087500006|12
2007|40000006809|12
2007|727-0011311|11
2007|71461700004|11
2007|40000015115|11
2007|40481290145|11
2007|73028209994|11
2007|358-2598615|11
2007|733-0668958|11
2007|20001844948|11
2007|71256700000|11
2008|20002751986|3490
2008|20001881185|947
2008|20000902270|826
2008|20000860473|710
2008|20003197956|568
2008|20002751810|499
2008|20002751995|432
2008|20002751922|426
2008|40000013964|362
2008|10000001741|336
2008|20002751762|332
2008|20002752321|320
2008|50000067804|293
2008|20002750242|214
2008|20003106181|194
2008|20002751801|183
2008|40000015044|180
2008|20002752022|176
2008|20002861595|176
2008|20002817118|175
2008|20002751968|168
2008|20002752684|160
2008|71405200006|147
2008|20002751847|144
2008|20002752013|142
2008|20001847275|136
2008|358-2257419|133
2008|723-2425397|83
2008|20001843606|82
2008|20000523965|76
2008|20001942602|58
2008|50000024362|58
2008|20002750532|57
2008|20001847378|54
2008|40000014470|51
2008|50000061077|49
2008|30000009846|49
2008|20002041098|47
2008|20002977601|45
2008|20002281148|38
2008|20002752077|37
2008|20002134936|36
2008|20000311845|35
2008|50000003025|34
2008|20000374653|34
2008|325-1531922|33
2008|358-2598615|31
2008|10000023446|29
2008|40000006033|28
2008|20001847305|27
2008|76430800000|27
2008|20001844939|27
2008|20001845020|26
2008|20001844359|26
2008|50000024694|25
2008|20001844283|25
2008|40000002630|25
2008|20001844993|25
2008|20001844920|25
2008|10000024430|23
2008|20001868177|23
2008|40000014840|21
2008|10000000008|21
2008|20002135401|21
2008|50000001853|19
2008|20001847369|18
2008|20001843624|17
2008|40000018039|16
2008|50000066642|16
2008|50000016360|15
2008|50000068203|15
2008|10000008846|14
2008|20002039488|14
2008|20001426027|14
2008|10000014761|14
2008|50000065398|13
2008|10000013044|13
2008|20000659855|12
2008|20002041007|12
2008|30000000193|12
2008|10000007745|12
2008|30000016889|12
2008|362-1662612|11
2008|20003144576|11
2008|20002041418|11
2009|40000013964|498
2009|20002751986|207
2009|795-4390985|162
2009|20000902270|133
2009|10000001741|124
2009|10000013044|74
2009|20000311845|67
2009|20002817118|63
2009|40000006033|61
2009|20001881185|56
2009|76430800000|54
2009|358-2257419|47
2009|20003197956|47
2009|10000024430|42
2009|10000008846|41
2009|20000222147|40
2009|10000000008|29
2009|40000014470|27
2009|50000016360|25
2009|50000061077|24
2009|50000068219|24
2009|10000014761|23
2009|10000023695|23
2009|50000062172|23
2009|20000374653|23
2009|20000860473|22
2009|50000000006|21
2009|20003106181|20
2009|358-2598615|20
2009|20002751810|19
2009|50000024077|19
2009|50000024694|19
2009|10000014583|17
2009|20002750242|17
2009|40000007975|17
2009|50000003025|17
2009|10000014146|16
2009|20002751995|16
2009|325-1531922|16
2009|10000007745|15
2009|10000009179|15
2009|70471809999|14
2009|50000024362|14
2009|30000016889|14
2009|50000066642|14
2009|20002752321|14
2009|10000023446|12
2009|20002751762|11
2009|723-2425397|11
2010|40000013964|104
2010|20002751986|71
2010|20000902270|31
2010|358-2257419|27
2010|20002817118|26
2010|10000000001|23
2010|50000066752|16
2010|50000066642|15
2010|50000003025|12
2011|10000713964|199
2011|720-1934942|128
2011|927-4318010|44
2011|90000451965|22
2011|952-0278518|22
2011|50000016360|17
2011|10000706033|13
2011|30000008205|11
2012|10000713964|644
2012|10000712504|28
2012|90000451965|17
2012|10000706033|11
2013|10000713964|457
2013|795-2960716|43
2013|50000067190|19
2013|90000619877|15
2013|10000706033|15
2013|50000016360|14
2013|50000024694|13
2013|10000024430|12
2014|10000713964|62
2014|10000712504|34
2014|50000067190|27
2014|20001014853|20
2014|50000005631|18
2015|50000064203|33
2015|50000016360|20
2015|701-0726495|11
2016|50000064203|28
2016|50000016360|21
